,y
4758,0
6040,1
8737,0
16725,0
11396,0
11737,0
9559,1
13358,0
18350,1
3355,0
2341,0
8274,0
5184,1
10184,0
20716,0
5235,1
7301,0
10904,0
17006,1
2793,0
12526,1
18553,1
13796,1
7918,0
13350,0
17087,1
14801,0
5543,0
4309,0
13438,0
5015,0
20283,0
2741,0
5571,1
17891,1
10065,1
4602,0
12505,0
12083,1
15559,0
389,1
9926,0
11933,0
14761,0
17146,1
3708,0
19268,0
329,0
2397,0
1789,0
11945,0
5373,0
12310,0
8226,0
821,1
13987,0
14706,1
20953,0
12820,0
16173,0
14107,0
3943,0
6084,1
6884,1
10232,1
9848,0
13318,0
15487,1
12294,0
11181,0
16965,0
17488,1
5000,0
2080,0
15001,0
10604,0
17823,1
1684,0
10432,1
17942,0
4310,0
2533,0
9338,0
2856,0
6703,0
16800,0
3796,0
17986,0
19740,0
16114,0
4501,1
11650,1
13643,0
10670,1
18879,0
16051,0
20803,1
20250,0
60,1
2255,0
4985,1
1118,1
7958,0
9984,0
20488,0
16085,1
7310,1
713,0
7099,0
3561,1
16103,0
13252,0
14893,0
1258,0
11919,0
20265,0
17320,0
455,0
538,0
268,0
12007,0
545,0
10580,0
19715,0
9743,0
20652,1
20735,0
8285,0
1524,0
9199,0
10551,0
18407,0
126,0
2201,0
13428,0
7699,0
19516,0
18962,0
11287,0
3860,0
13342,0
4321,0
11264,0
1649,0
2483,1
10419,0
16340,0
8626,0
12222,1
10570,0
6173,0
12487,0
2880,0
12087,0
19751,0
19203,0
16564,0
19255,0
1282,0
20950,0
18430,0
2174,0
8911,0
3892,0
8487,0
15933,0
20347,0
16110,1
8986,0
13805,0
3665,0
13895,1
4591,0
20585,0
19690,0
10587,0
17306,0
20391,0
6546,0
5616,0
15880,0
2557,1
19505,0
16115,1
1326,0
15539,0
3273,0
9617,0
15827,0
8423,0
19162,0
9666,0
9413,1
2751,0
2917,0
6085,1
16170,0
17484,1
13609,0
10080,0
7391,0
10114,0
687,0
8473,0
18983,0
10987,0
7790,0
12255,1
5880,0
3092,0
6139,0
4028,0
5397,0
2625,0
15132,0
2446,0
16497,0
13125,0
17619,1
7454,0
11668,0
11128,0
7908,0
191,1
20671,1
20223,0
15763,0
18725,1
19329,0
16,1
11585,1
19679,0
7384,0
4344,0
19645,0
20550,0
15188,0
2747,0
1557,0
18543,0
16206,0
18139,0
4976,0
13559,0
18143,0
9504,0
2425,0
2999,0
4050,0
17056,0
11502,1
12654,0
13147,0
13838,1
9440,0
9986,0
13139,1
10405,1
2654,0
6477,0
1662,0
17512,1
7427,1
20321,0
6086,0
18673,0
10202,0
20324,0
19462,1
10682,0
10462,0
9297,0
8553,1
9084,1
7229,0
7087,1
9253,0
16358,0
13954,0
12928,0
12913,1
8206,0
6309,0
1543,0
9570,0
20006,0
14428,1
11731,0
5722,0
19468,0
8656,0
3358,1
14929,0
5533,1
2490,0
6621,1
12917,1
8801,1
14361,0
10829,0
7249,1
8325,0
8485,0
19485,1
5971,1
19957,0
12871,0
14686,0
881,1
20259,0
18927,1
8522,0
10201,0
12341,0
19222,0
7341,0
8102,0
1594,0
18023,0
13778,1
14442,0
14178,1
15745,0
16928,0
12437,0
14852,0
5338,1
6895,0
1771,0
11860,0
3054,1
12782,0
639,0
2512,1
8113,1
2191,0
9342,0
924,0
2878,0
11278,0
12023,0
4343,0
13301,0
2621,0
1132,0
11239,0
6483,1
6115,0
604,0
6962,1
15765,1
8936,0
20926,0
10408,1
6364,0
3026,1
18275,0
16838,1
3393,0
11843,0
17689,0
17141,0
19466,0
5421,0
194,0
5306,0
14737,0
12953,0
14165,0
4951,0
19749,0
17115,0
16131,0
18179,0
9956,0
12610,0
5660,0
11515,0
11657,0
10876,1
5189,0
10913,0
14985,0
10552,0
4421,0
7044,0
16996,0
15319,0
9528,0
19958,0
10958,1
5731,0
20739,0
11771,0
4718,1
16825,1
19227,0
15547,0
14970,0
6701,0
19331,0
10332,1
18059,0
18115,0
19006,0
15313,0
4169,1
10743,0
12214,0
10715,1
5650,0
9123,1
8121,0
13442,0
10802,1
10849,0
12485,0
19671,0
13400,1
8209,0
18947,0
8673,0
4671,0
14807,0
3512,1
1230,1
16041,0
5879,0
763,0
1452,0
15117,0
4231,0
12923,0
17898,0
8652,0
7244,1
18378,0
12151,1
5318,0
15566,1
20557,0
15295,1
15220,0
15832,0
16808,0
1401,0
18912,0
20388,1
1343,0
15501,0
20568,1
9190,1
11911,0
8515,0
18380,0
4862,1
20340,0
321,0
17894,1
12125,0
17363,1
3997,0
9635,0
19889,0
11565,0
14632,0
19771,0
8463,0
4142,0
5206,0
9325,0
1669,0
12304,0
18925,0
2863,0
18625,1
20579,0
20084,0
20298,0
18286,0
12221,0
7569,0
11046,0
2587,0
438,0
6284,0
1222,0
14803,0
14310,0
9230,0
17495,0
14601,0
16646,0
9438,0
11523,0
6027,0
5474,1
9705,0
2521,0
19093,0
14851,0
8534,1
5036,0
14387,0
9729,0
4626,0
16140,0
1329,0
7992,1
10196,0
6578,0
8887,0
9573,0
3258,0
8747,0
17537,0
17334,0
20839,1
3316,0
8447,1
7950,0
10960,0
11418,0
17773,0
9981,0
20891,0
15631,0
14029,0
9610,0
9018,0
1442,1
2624,0
17221,0
12394,1
20355,0
9896,0
16972,1
2338,0
11894,0
20693,0
17766,0
3252,0
8028,0
2428,0
4195,0
17543,0
6648,0
20997,0
16423,1
6484,0
12739,0
18231,0
7985,0
17476,0
14944,0
3325,1
2894,0
17747,0
3481,1
111,0
942,0
5664,0
20553,0
20527,1
96,0
13435,0
7763,0
15377,0
17730,0
15725,0
19966,0
